Time,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
2018-09-07 14:37:51,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:51,wlp3s0,1.00,0.00,0.21,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:52,enp0s31f6,2174.00,891.00,3214.66,60.96,0.00,0.00,0.00,26.33
2018-09-07 14:37:52,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:52,wlp3s0,11.00,0.00,1.77,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:53,enp0s31f6,2403.00,964.00,3554.72,65.93,0.00,0.00,0.00,29.12
2018-09-07 14:37:53,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:53,wlp3s0,7.00,0.00,1.66,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:54,enp0s31f6,2403.00,960.00,3554.72,65.66,0.00,0.00,0.00,29.12
2018-09-07 14:37:54,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:54,wlp3s0,9.00,0.00,2.71,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:55,enp0s31f6,2256.00,902.00,3338.54,61.67,0.00,0.00,0.00,27.35
2018-09-07 14:37:55,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:55,wlp3s0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:56,enp0s31f6,2312.00,932.00,3413.64,63.76,0.00,0.00,0.00,27.96
2018-09-07 14:37:56,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:56,wlp3s0,7.00,0.00,1.54,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:57,enp0s31f6,2412.00,970.00,3555.57,66.37,0.00,0.00,0.00,29.13
2018-09-07 14:37:57,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:57,wlp3s0,15.00,1.00,2.33,0.07,0.00,0.00,0.00,0.00
2018-09-07 14:37:58,enp0s31f6,2369.00,948.00,3496.88,64.88,0.00,0.00,0.00,28.65
2018-09-07 14:37:58,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:58,wlp3s0,5.00,0.00,1.22,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:59,enp0s31f6,2207.00,886.00,3259.34,60.61,0.00,0.00,0.00,26.70
2018-09-07 14:37:59,lo,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-07 14:37:59,wlp3s0,9.00,0.00,1.95,0.00,0.00,0.00,0.00,0.00
