Linux 4.15.0-33-generic (uspanzto20) 	09/07/2018 	_x86_64_	(8 CPU)

03:24:52 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
03:25:19 PM     all      0.38      0.00      0.25      0.00      0.00     99.37
03:25:19 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
03:25:19 PM       1      0.00      0.00      0.00      0.00      0.00    100.00
03:25:19 PM       2      1.98      0.00      0.99      0.00      0.00     97.03
03:25:19 PM       3      0.00      0.00      0.00      0.00      0.00    100.00
03:25:19 PM       4      0.00      0.00      0.00      0.00      0.00    100.00
03:25:19 PM       5      0.00      0.00      0.00      0.00      0.00    100.00
03:25:19 PM       6      0.00      0.00      0.00      0.00      0.00    100.00
03:25:19 PM       7      0.99      0.00      0.99      0.00      0.00     98.02

03:25:19 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
03:25:20 PM     all      0.38      0.00      0.50      0.00      0.00     99.12
03:25:20 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
03:25:20 PM       1      0.00      0.00      0.00      0.00      0.00    100.00
03:25:20 PM       2      0.98      0.00      1.96      0.00      0.00     97.06
03:25:20 PM       3      0.00      0.00      0.00      0.00      0.00    100.00
03:25:20 PM       4      1.03      0.00      0.00      0.00      0.00     98.97
03:25:20 PM       5      0.00      0.00      0.00      0.00      0.00    100.00
03:25:20 PM       6      0.00      0.00      0.00      0.00      0.00    100.00
03:25:20 PM       7      0.98      0.00      0.98      0.00      0.00     98.04

03:25:20 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
03:25:21 PM     all      0.38      0.00      0.38      0.00      0.00     99.25
03:25:21 PM       0      1.98      0.00      0.00      0.00      0.00     98.02
03:25:21 PM       1      1.00      0.00      0.00      0.00      0.00     99.00
03:25:21 PM       2      0.99      0.00      0.00      0.00      0.00     99.01
03:25:21 PM       3      0.00      0.00      0.00      0.00      0.00    100.00
03:25:21 PM       4      1.00      0.00      3.00      0.00      0.00     96.00
03:25:21 PM       5      0.00      0.00      0.00      0.00      0.00    100.00
03:25:21 PM       6      0.00      0.00      0.00      0.00      0.00    100.00
03:25:21 PM       7      0.00      0.00      0.00      0.00      0.00    100.00

03:25:21 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
03:25:22 PM     all      0.38      0.00      0.50      0.00      0.00     99.12
03:25:22 PM       0      1.00      0.00      0.00      0.00      0.00     99.00
03:25:22 PM       1      0.00      0.00      0.00      0.00      0.00    100.00
03:25:22 PM       2      0.00      0.00      1.00      0.00      0.00     99.00
03:25:22 PM       3      0.00      0.00      0.00      0.00      0.00    100.00
03:25:22 PM       4      0.00      0.00      2.04      0.00      0.00     97.96
